1763951874968,ghost,68057,Kitchen,,0,0,INIT,mare
1763952044157,ghost,68057,Garage,,0,0,INIT,mare
1763952057491,ghost,68057,Garage,,1,0,IDLE,
1763952057595,ghost,68057,Garage,,2,0,IDLE,
1763952057708,ghost,68057,Garage,,0,0,IDLE,
1763952057812,ghost,68057,Garage,,0,0,IDLE,
1763952057919,ghost,68057,Garage,,1,0,EVIDENCE,orbs
1763952058023,ghost,68057,Garage,,0,0,IDLE,
1763952058127,ghost,68057,Garage,,1,0,MOVE,Kitchen
1763952058231,ghost,68057,Kitchen,,2,0,MOVE,Hallway
1763952058336,ghost,68057,Hallway,,3,0,EVIDENCE,radio
1763952058440,ghost,68057,Hallway,,0,0,IDLE,
1763952058544,ghost,68057,Hallway,,1,0,IDLE,
1763952058649,ghost,68057,Hallway,,0,0,IDLE,
1763952058754,ghost,68057,Hallway,,1,0,IDLE,
1763952058859,ghost,68057,Hallway,,0,0,IDLE,
1763952058963,ghost,68057,Hallway,,0,0,IDLE,
1763952059068,ghost,68057,Hallway,,0,0,IDLE,
1763952059175,ghost,68057,Hallway,,1,0,MOVE,Boy's Bedroom
1763952059285,ghost,68057,Boy's Bedroom,,2,0,MOVE,Hallway
1763952059393,ghost,68057,Hallway,,3,0,MOVE,Basement
1763952059498,ghost,68057,Basement,,4,0,MOVE,Basement Hallway
1763952059606,ghost,68057,Basement Hallway,,5,0,MOVE,Left Storage Room
1763952059710,ghost,68057,Left Storage Room,,6,0,MOVE,Basement Hallway
1763952059817,ghost,68057,Basement Hallway,,7,0,EVIDENCE,orbs
1763952059933,ghost,68057,Basement Hallway,,0,0,IDLE,
1763952060040,ghost,68057,Basement Hallway,,1,0,IDLE,
1763952060151,ghost,68057,Basement Hallway,,0,0,IDLE,
1763952060255,ghost,68057,Basement Hallway,,1,0,EVIDENCE,writing
1763952060359,ghost,68057,Basement Hallway,,0,0,IDLE,
1763952060464,ghost,68057,Basement Hallway,,1,0,EVIDENCE,radio
1763952060568,ghost,68057,Basement Hallway,,0,0,IDLE,
1763952060672,ghost,68057,Basement Hallway,,1,0,EVIDENCE,radio
1763952060776,ghost,68057,Basement Hallway,,0,0,IDLE,
1763952060886,ghost,68057,Basement Hallway,,1,0,MOVE,Right Storage Room
1763952060990,ghost,68057,Right Storage Room,,2,0,MOVE,Basement Hallway
1763952061094,ghost,68057,Basement Hallway,,3,0,EVIDENCE,writing
1763952061198,ghost,68057,Basement Hallway,,4,0,MOVE,Right Storage Room
1763952061302,ghost,68057,Right Storage Room,,5,0,EVIDENCE,orbs
1763952061406,ghost,68057,Right Storage Room,,6,0,MOVE,Basement Hallway
1763952061513,ghost,68057,Basement Hallway,,7,0,IDLE,
1763952061617,ghost,68057,Basement Hallway,,8,0,EVIDENCE,writing
1763952061720,ghost,68057,Basement Hallway,,9,0,MOVE,Left Storage Room
1763952061824,ghost,68057,Left Storage Room,,10,0,EVIDENCE,orbs
1763952061931,ghost,68057,Left Storage Room,,11,0,IDLE,
1763952062036,ghost,68057,Left Storage Room,,12,0,EVIDENCE,radio
1763952062142,ghost,68057,Left Storage Room,,13,0,EVIDENCE,writing
1763952062246,ghost,68057,Left Storage Room,,14,0,EVIDENCE,radio
1763952062349,ghost,68057,Left Storage Room,,15,0,EXIT,
1764116885811,ghost,68057,Right Storage Room,,0,0,INIT,wraith
1764116902392,ghost,68057,Right Storage Room,,1,0,IDLE,
1764116902499,ghost,68057,Right Storage Room,,2,0,IDLE,
1764116902604,ghost,68057,Right Storage Room,,3,0,IDLE,
1764116902709,ghost,68057,Right Storage Room,,4,0,MOVE,Basement Hallway
1764116902815,ghost,68057,Basement Hallway,,5,0,EVIDENCE,emf
1764116902921,ghost,68057,Basement Hallway,,6,0,EVIDENCE,infrared
1764116903027,ghost,68057,Basement Hallway,,7,0,IDLE,
1764116903133,ghost,68057,Basement Hallway,,8,0,EVIDENCE,emf
1764116903236,ghost,68057,Basement Hallway,,9,0,MOVE,Basement
1764116903342,ghost,68057,Basement,,10,0,EVIDENCE,infrared
1764116903454,ghost,68057,Basement,,11,0,MOVE,Hallway
1764116903563,ghost,68057,Hallway,,0,0,IDLE,
1764116903672,ghost,68057,Hallway,,1,0,IDLE,
1764116903775,ghost,68057,Hallway,,0,0,IDLE,
1764116903880,ghost,68057,Hallway,,1,0,MOVE,Van
1764116903986,ghost,68057,Van,,2,0,MOVE,Hallway
1764116904091,ghost,68057,Hallway,,3,0,IDLE,
1764116904199,ghost,68057,Hallway,,0,0,IDLE,
1764116904305,ghost,68057,Hallway,,1,0,IDLE,
1764116904412,ghost,68057,Hallway,,0,0,IDLE,
1764116904516,ghost,68057,Hallway,,1,0,MOVE,Basement
1764116904622,ghost,68057,Basement,,2,0,MOVE,Basement Hallway
1764116904733,ghost,68057,Basement Hallway,,3,0,MOVE,Left Storage Room
1764116904837,ghost,68057,Left Storage Room,,4,0,IDLE,
1764116904941,ghost,68057,Left Storage Room,,5,0,MOVE,Basement Hallway
1764116905047,ghost,68057,Basement Hallway,,6,0,EVIDENCE,radio
1764116905151,ghost,68057,Basement Hallway,,7,0,IDLE,
1764116905257,ghost,68057,Basement Hallway,,0,0,IDLE,
1764116905363,ghost,68057,Basement Hallway,,1,0,IDLE,
1764116905471,ghost,68057,Basement Hallway,,0,0,IDLE,
1764116905575,ghost,68057,Basement Hallway,,1,0,EVIDENCE,radio
1764116905686,ghost,68057,Basement Hallway,,0,0,IDLE,
1764116905792,ghost,68057,Basement Hallway,,1,0,MOVE,Basement
1764116905898,ghost,68057,Basement,,2,0,MOVE,Hallway
1764116906011,ghost,68057,Hallway,,3,0,IDLE,
1764116906116,ghost,68057,Hallway,,4,0,MOVE,Kitchen
1764116906220,ghost,68057,Kitchen,,5,0,MOVE,Hallway
1764116906330,ghost,68057,Hallway,,6,0,MOVE,Van
1764116906437,ghost,68057,Van,,7,0,EVIDENCE,infrared
1764116906541,ghost,68057,Van,,8,0,EVIDENCE,infrared
1764116906647,ghost,68057,Van,,9,0,IDLE,
1764116906757,ghost,68057,Van,,10,0,MOVE,Hallway
1764116906867,ghost,68057,Hallway,,11,0,EVIDENCE,radio
1764116906976,ghost,68057,Hallway,,12,0,IDLE,
1764116907091,ghost,68057,Hallway,,13,0,EVIDENCE,emf
1764116907205,ghost,68057,Hallway,,14,0,IDLE,
1764116907308,ghost,68057,Hallway,,15,0,EXIT,
1764116927256,ghost,68057,Utility Room,,0,0,INIT,thaye
1764116938137,ghost,68057,Utility Room,,1,0,EVIDENCE,infrared
1764116938240,ghost,68057,Utility Room,,2,0,MOVE,Garage
1764116938349,ghost,68057,Garage,,0,0,IDLE,
1764116938454,ghost,68057,Garage,,0,0,IDLE,
1764116938558,ghost,68057,Garage,,0,0,IDLE,
1764116938665,ghost,68057,Garage,,1,0,EVIDENCE,infrared
1764116938772,ghost,68057,Garage,,2,0,IDLE,
1764116938878,ghost,68057,Garage,,3,0,MOVE,Utility Room
1764116938984,ghost,68057,Utility Room,,4,0,EVIDENCE,infrared
1764116939091,ghost,68057,Utility Room,,5,0,IDLE,
1764116939196,ghost,68057,Utility Room,,6,0,MOVE,Garage
1764116939300,ghost,68057,Garage,,7,0,IDLE,
1764116939404,ghost,68057,Garage,,8,0,EVIDENCE,orbs
1764116939511,ghost,68057,Garage,,9,0,IDLE,
1764116939617,ghost,68057,Garage,,10,0,IDLE,
1764116939723,ghost,68057,Garage,,11,0,EVIDENCE,infrared
1764116939827,ghost,68057,Garage,,12,0,IDLE,
1764116939933,ghost,68057,Garage,,13,0,IDLE,
1764116940038,ghost,68057,Garage,,14,0,MOVE,Utility Room
1764116940142,ghost,68057,Utility Room,,15,0,EXIT,
1764116953116,ghost,68057,Living Room,,0,0,INIT,myling
1764116960394,ghost,68057,Living Room,,1,0,IDLE,
1764116960500,ghost,68057,Living Room,,2,0,EVIDENCE,emf
1764116960610,ghost,68057,Living Room,,3,0,MOVE,Kitchen
1764116960715,ghost,68057,Kitchen,,4,0,IDLE,
1764116960819,ghost,68057,Kitchen,,0,0,IDLE,
1764116960926,ghost,68057,Kitchen,,1,0,EVIDENCE,emf
1764116961041,ghost,68057,Kitchen,,0,0,IDLE,
1764116961155,ghost,68057,Kitchen,,1,0,IDLE,
1764116961261,ghost,68057,Kitchen,,2,0,EVIDENCE,emf
1764116961365,ghost,68057,Kitchen,,3,0,IDLE,
1764116961469,ghost,68057,Kitchen,,4,0,EVIDENCE,emf
1764116961574,ghost,68057,Kitchen,,5,0,MOVE,Hallway
1764116961692,ghost,68057,Hallway,,6,0,IDLE,
1764116961811,ghost,68057,Hallway,,0,0,IDLE,
1764116961919,ghost,68057,Hallway,,1,0,MOVE,Bathroom
1764116962027,ghost,68057,Bathroom,,2,0,IDLE,
1764116962130,ghost,68057,Bathroom,,3,0,IDLE,
1764116962254,ghost,68057,Bathroom,,4,0,MOVE,Hallway
1764116962357,ghost,68057,Hallway,,0,0,IDLE,
1764116962461,ghost,68057,Hallway,,1,0,MOVE,Boy's Bedroom
1764116962570,ghost,68057,Boy's Bedroom,,2,0,MOVE,Hallway
1764116962678,ghost,68057,Hallway,,3,0,MOVE,Kitchen
1764116962784,ghost,68057,Kitchen,,0,0,IDLE,
1764116962897,ghost,68057,Kitchen,,1,0,IDLE,
1764116963006,ghost,68057,Kitchen,,0,0,IDLE,
1764116963110,ghost,68057,Kitchen,,1,0,MOVE,Living Room
1764116963215,ghost,68057,Living Room,,2,0,EVIDENCE,writing
1764116963319,ghost,68057,Living Room,,3,0,MOVE,Kitchen
1764116963422,ghost,68057,Kitchen,,4,0,IDLE,
1764116963525,ghost,68057,Kitchen,,5,0,EVIDENCE,prints
1764116963629,ghost,68057,Kitchen,,0,0,IDLE,
1764116963733,ghost,68057,Kitchen,,1,0,MOVE,Living Room
1764116963837,ghost,68057,Living Room,,2,0,EVIDENCE,writing
1764116963942,ghost,68057,Living Room,,3,0,EVIDENCE,emf
1764116964049,ghost,68057,Living Room,,4,0,IDLE,
1764116964156,ghost,68057,Living Room,,5,0,IDLE,
1764116964264,ghost,68057,Living Room,,6,0,EVIDENCE,prints
1764116964375,ghost,68057,Living Room,,7,0,MOVE,Kitchen
1764116964487,ghost,68057,Kitchen,,0,0,IDLE,
1764116964595,ghost,68057,Kitchen,,1,0,MOVE,Garage
1764116964709,ghost,68057,Garage,,2,0,IDLE,
1764116964821,ghost,68057,Garage,,0,0,IDLE,
1764116964928,ghost,68057,Garage,,1,0,EVIDENCE,writing
1764116965051,ghost,68057,Garage,,2,0,MOVE,Kitchen
1764116965168,ghost,68057,Kitchen,,0,0,IDLE,
1764116965273,ghost,68057,Kitchen,,1,0,IDLE,
1764116965378,ghost,68057,Kitchen,,2,0,MOVE,Hallway
1764116965485,ghost,68057,Hallway,,0,0,IDLE,
1764116965589,ghost,68057,Hallway,,1,0,IDLE,
1764116965694,ghost,68057,Hallway,,0,0,IDLE,
1764116965818,ghost,68057,Hallway,,1,0,MOVE,Master Bedroom
1764116965925,ghost,68057,Master Bedroom,,2,0,MOVE,Hallway
1764116966033,ghost,68057,Hallway,,3,0,EVIDENCE,prints
1764116966138,ghost,68057,Hallway,,4,0,MOVE,Master Bedroom
1764116966251,ghost,68057,Master Bedroom,,5,0,IDLE,
1764116966354,ghost,68057,Master Bedroom,,6,0,MOVE,Hallway
1764116966457,ghost,68057,Hallway,,7,0,MOVE,Master Bedroom
1764116966562,ghost,68057,Master Bedroom,,8,0,MOVE,Hallway
1764116966665,ghost,68057,Hallway,,9,0,IDLE,
1764116966769,ghost,68057,Hallway,,10,0,MOVE,Kitchen
1764116966876,ghost,68057,Kitchen,,11,0,EVIDENCE,prints
1764116966979,ghost,68057,Kitchen,,12,0,IDLE,
1764116967083,ghost,68057,Kitchen,,13,0,MOVE,Hallway
1764116967187,ghost,68057,Hallway,,14,0,IDLE,
1764116967291,ghost,68057,Hallway,,15,0,EXIT,
1764116978701,ghost,68057,Basement Hallway,,0,0,INIT,the_mimic
1764116987974,ghost,68057,Basement Hallway,,1,0,EVIDENCE,radio
1764116988077,ghost,68057,Basement Hallway,,2,0,EVIDENCE,radio
1764116988190,ghost,68057,Basement Hallway,,3,0,EVIDENCE,temp
1764116988301,ghost,68057,Basement Hallway,,4,0,MOVE,Left Storage Room
1764116988405,ghost,68057,Left Storage Room,,5,0,EVIDENCE,prints
1764116988508,ghost,68057,Left Storage Room,,6,0,IDLE,
1764116988612,ghost,68057,Left Storage Room,,7,0,IDLE,
1764116988717,ghost,68057,Left Storage Room,,8,0,IDLE,
1764116988826,ghost,68057,Left Storage Room,,0,0,IDLE,
1764116988930,ghost,68057,Left Storage Room,,1,0,EVIDENCE,radio
1764116989035,ghost,68057,Left Storage Room,,2,0,IDLE,
1764116989141,ghost,68057,Left Storage Room,,3,0,EVIDENCE,temp
1764116989246,ghost,68057,Left Storage Room,,4,0,EVIDENCE,temp
1764116989352,ghost,68057,Left Storage Room,,5,0,EVIDENCE,prints
1764116989455,ghost,68057,Left Storage Room,,0,0,IDLE,
1764116989558,ghost,68057,Left Storage Room,,1,0,EVIDENCE,radio
1764116989665,ghost,68057,Left Storage Room,,2,0,EVIDENCE,temp
1764116989769,ghost,68057,Left Storage Room,,3,0,MOVE,Basement Hallway
1764116989873,ghost,68057,Basement Hallway,,4,0,EVIDENCE,temp
1764116989979,ghost,68057,Basement Hallway,,5,0,IDLE,
1764116990087,ghost,68057,Basement Hallway,,6,0,IDLE,
1764116990191,ghost,68057,Basement Hallway,,7,0,MOVE,Basement
1764116990298,ghost,68057,Basement,,8,0,EVIDENCE,radio
1764116990405,ghost,68057,Basement,,9,0,MOVE,Basement Hallway
1764116990512,ghost,68057,Basement Hallway,,10,0,EVIDENCE,radio
1764116990621,ghost,68057,Basement Hallway,,11,0,IDLE,
1764116990728,ghost,68057,Basement Hallway,,12,0,MOVE,Left Storage Room
1764116990835,ghost,68057,Left Storage Room,,13,0,MOVE,Basement Hallway
1764116990943,ghost,68057,Basement Hallway,,14,0,IDLE,
1764116991047,ghost,68057,Basement Hallway,,15,0,EXIT,
1764117041011,ghost,68057,Bathroom,,0,0,INIT,raiju
1764117046129,ghost,68057,Bathroom,,1,0,IDLE,
1764117046234,ghost,68057,Bathroom,,2,0,IDLE,
1764117046342,ghost,68057,Bathroom,,3,0,MOVE,Hallway
1764117046445,ghost,68057,Hallway,,0,0,IDLE,
1764117046551,ghost,68057,Hallway,,1,0,IDLE,
1764117046660,ghost,68057,Hallway,,0,0,IDLE,
1764117046764,ghost,68057,Hallway,,0,0,IDLE,
1764117046870,ghost,68057,Hallway,,0,0,IDLE,
1764117046973,ghost,68057,Hallway,,0,0,IDLE,
1764117047078,ghost,68057,Hallway,,0,0,IDLE,
1764117047183,ghost,68057,Hallway,,0,0,IDLE,
1764117047287,ghost,68057,Hallway,,0,0,IDLE,
1764117047393,ghost,68057,Hallway,,0,0,IDLE,
1764117047498,ghost,68057,Hallway,,0,0,IDLE,
1764117047601,ghost,68057,Hallway,,1,0,EVIDENCE,infrared
1764117047705,ghost,68057,Hallway,,0,0,IDLE,
1764117047809,ghost,68057,Hallway,,1,0,MOVE,Master Bedroom
1764117047913,ghost,68057,Master Bedroom,,0,0,IDLE,
1764117048017,ghost,68057,Master Bedroom,,1,0,IDLE,
1764117048121,ghost,68057,Master Bedroom,,2,0,IDLE,
1764117048225,ghost,68057,Master Bedroom,,0,0,IDLE,
1764117048328,ghost,68057,Master Bedroom,,1,0,IDLE,
1764117048431,ghost,68057,Master Bedroom,,0,0,IDLE,
1764117048534,ghost,68057,Master Bedroom,,1,0,MOVE,Hallway
1764117048639,ghost,68057,Hallway,,2,0,EVIDENCE,orbs
1764117048746,ghost,68057,Hallway,,0,0,IDLE,
1764117048850,ghost,68057,Hallway,,1,0,IDLE,
1764117048953,ghost,68057,Hallway,,0,0,IDLE,
1764117049059,ghost,68057,Hallway,,0,0,IDLE,
1764117049165,ghost,68057,Hallway,,0,0,IDLE,
1764117049271,ghost,68057,Hallway,,1,0,EVIDENCE,emf
1764117049376,ghost,68057,Hallway,,0,0,IDLE,
1764117049482,ghost,68057,Hallway,,1,0,MOVE,Boy's Bedroom
1764117049589,ghost,68057,Boy's Bedroom,,2,0,MOVE,Hallway
1764117049694,ghost,68057,Hallway,,3,0,IDLE,
1764117049796,ghost,68057,Hallway,,0,0,IDLE,
1764117049902,ghost,68057,Hallway,,1,0,IDLE,
1764117050008,ghost,68057,Hallway,,2,0,IDLE,
1764117050112,ghost,68057,Hallway,,3,0,EVIDENCE,orbs
1764117050218,ghost,68057,Hallway,,4,0,MOVE,Master Bedroom
1764117050322,ghost,68057,Master Bedroom,,5,0,EVIDENCE,infrared
1764117050426,ghost,68057,Master Bedroom,,6,0,MOVE,Hallway
1764117050529,ghost,68057,Hallway,,7,0,EVIDENCE,infrared
1764117050633,ghost,68057,Hallway,,0,0,IDLE,
1764117050737,ghost,68057,Hallway,,1,0,EVIDENCE,infrared
1764117050842,ghost,68057,Hallway,,2,0,MOVE,Basement
1764117050948,ghost,68057,Basement,,3,0,MOVE,Basement Hallway
1764117051053,ghost,68057,Basement Hallway,,4,0,EVIDENCE,infrared
1764117051160,ghost,68057,Basement Hallway,,5,0,IDLE,
1764117051273,ghost,68057,Basement Hallway,,6,0,EVIDENCE,emf
