1764561438385,hunter,10,Van,temp,0,0,INIT,logan 
1764561451477,hunter,10,,radio,1,0,SWAP,temp->radio
1764561451479,hunter,10,Van,radio,1,0,MOVE,Hallway
1764561451495,hunter,10,Hallway,radio,2,0,MOVE,Van
1764561451509,hunter,10,Van,radio,3,0,RETURN_COMPLETE,complete
1764561451511,hunter,10,,orbs,3,0,SWAP,radio->orbs
1764561451515,hunter,10,Van,orbs,3,0,MOVE,Hallway
1764561451530,hunter,10,Hallway,orbs,4,0,MOVE,Kitchen
1764561451545,hunter,10,Kitchen,orbs,5,0,MOVE,Hallway
1764561451558,hunter,10,Hallway,orbs,6,0,MOVE,Basement
1764561451572,hunter,10,Basement,orbs,7,0,MOVE,Hallway
1764561451586,hunter,10,Hallway,orbs,8,0,RETURN_START,start
1764561451588,hunter,10,Hallway,orbs,8,0,MOVE,Basement
1764561451603,hunter,10,Basement,orbs,9,0,MOVE,Hallway
1764561451617,hunter,10,Hallway,orbs,0,1,MOVE,Kitchen
1764561451631,hunter,10,Kitchen,orbs,1,1,MOVE,Hallway
1764561451646,hunter,10,Hallway,orbs,0,2,MOVE,Van
1764561451660,hunter,10,,temp,1,2,SWAP,orbs->temp
1764561451663,hunter,10,Van,temp,1,2,MOVE,Hallway
1764561451678,hunter,10,Hallway,temp,0,3,MOVE,Bathroom
1764561451691,hunter,10,Bathroom,temp,1,3,RETURN_START,start
1764561451694,hunter,10,Bathroom,temp,1,3,MOVE,Hallway
1764561451709,hunter,10,Hallway,temp,0,4,MOVE,Van
1764561451723,hunter,10,,infrared,1,4,SWAP,temp->infrared
1764561451726,hunter,10,Van,infrared,1,4,MOVE,Hallway
1764561451739,hunter,10,Hallway,infrared,0,5,MOVE,Kitchen
1764561451753,hunter,10,Kitchen,infrared,1,5,RETURN_START,start
1764561451758,hunter,10,Kitchen,infrared,1,5,MOVE,Hallway
1764561451771,hunter,10,Hallway,infrared,0,6,MOVE,Van
1764561451787,hunter,10,,orbs,1,6,SWAP,infrared->orbs
1764561451791,hunter,10,Van,orbs,1,6,MOVE,Hallway
1764561451804,hunter,10,Hallway,orbs,0,7,RETURN_START,start
1764561451809,hunter,10,Hallway,orbs,0,7,MOVE,Van
1764561451825,hunter,10,,temp,1,7,SWAP,orbs->temp
1764561451828,hunter,10,Van,temp,1,7,MOVE,Hallway
1764561451843,hunter,10,Hallway,temp,0,8,MOVE,Van
1764561451858,hunter,10,Van,temp,1,8,RETURN_COMPLETE,complete
1764561451863,hunter,10,,emf,1,8,SWAP,temp->emf
1764561451866,hunter,10,Van,emf,1,8,MOVE,Hallway
1764561451880,hunter,10,Hallway,emf,0,9,MOVE,Van
1764561451893,hunter,10,Van,emf,1,9,RETURN_COMPLETE,complete
1764561451896,hunter,10,,infrared,1,9,SWAP,emf->infrared
1764561451901,hunter,10,Van,infrared,1,9,MOVE,Hallway
1764561451915,hunter,10,Hallway,infrared,0,10,MOVE,Boy's Bedroom
1764561451929,hunter,10,Boy's Bedroom,infrared,1,10,EVIDENCE,infrared
1764561451931,hunter,10,Boy's Bedroom,infrared,1,10,RETURN_START,start
1764561451934,hunter,10,Boy's Bedroom,infrared,1,10,MOVE,Hallway
1764561451949,hunter,10,Hallway,infrared,2,10,MOVE,Van
1764561451964,hunter,10,,radio,0,11,SWAP,infrared->radio
1764561451966,hunter,10,Van,radio,0,11,MOVE,Hallway
1764561451981,hunter,10,Hallway,radio,1,11,MOVE,Basement
1764561451993,hunter,10,Basement,radio,2,11,MOVE,Hallway
1764561452008,hunter,10,Hallway,radio,3,11,MOVE,Basement
1764561452022,hunter,10,Basement,radio,4,11,RETURN_START,start
1764561452026,hunter,10,Basement,radio,4,11,MOVE,Hallway
1764561452042,hunter,10,Hallway,radio,5,11,MOVE,Basement
1764561452058,hunter,10,Basement,radio,6,11,MOVE,Hallway
1764561452071,hunter,10,Hallway,radio,7,11,MOVE,Van
1764561452086,hunter,10,Van,radio,0,12,EXIT,evidence
