1764561432665,hunter,12,Van,orbs,0,0,INIT,duc
1764561451476,hunter,12,,prints,1,0,SWAP,orbs->prints
1764561451478,hunter,12,Van,prints,1,0,MOVE,Hallway
1764561451495,hunter,12,Hallway,prints,2,0,RETURN_START,start
1764561451498,hunter,12,Hallway,prints,2,0,MOVE,Van
1764561451512,hunter,12,,emf,3,0,SWAP,prints->emf
1764561451515,hunter,12,Van,emf,3,0,MOVE,Hallway
1764561451530,hunter,12,Hallway,emf,4,0,MOVE,Van
1764561451545,hunter,12,Van,emf,5,0,RETURN_COMPLETE,complete
1764561451547,hunter,12,,radio,5,0,SWAP,emf->radio
1764561451550,hunter,12,Van,radio,5,0,MOVE,Hallway
1764561451563,hunter,12,Hallway,radio,6,0,MOVE,Boy's Bedroom
1764561451580,hunter,12,Boy's Bedroom,radio,0,1,EVIDENCE,radio
1764561451584,hunter,12,Boy's Bedroom,radio,0,1,RETURN_START,start
1764561451586,hunter,12,Boy's Bedroom,radio,0,1,MOVE,Hallway
1764561451603,hunter,12,Hallway,radio,1,1,MOVE,Van
1764561451620,hunter,12,,orbs,2,1,SWAP,radio->orbs
1764561451625,hunter,12,Van,orbs,2,1,MOVE,Hallway
1764561451640,hunter,12,Hallway,orbs,0,2,MOVE,Kitchen
1764561451656,hunter,12,Kitchen,orbs,1,2,MOVE,Hallway
1764561451670,hunter,12,Hallway,orbs,0,3,MOVE,Van
1764561451683,hunter,12,Van,orbs,1,3,RETURN_COMPLETE,complete
1764561451686,hunter,12,,emf,1,3,SWAP,orbs->emf
1764561451689,hunter,12,Van,emf,1,3,MOVE,Hallway
1764561451705,hunter,12,Hallway,emf,0,4,MOVE,Kitchen
1764561451723,hunter,12,Kitchen,emf,1,4,MOVE,Hallway
1764561451739,hunter,12,Hallway,emf,0,5,MOVE,Kitchen
1764561451753,hunter,12,Kitchen,emf,1,5,MOVE,Garage
1764561451768,hunter,12,Garage,emf,2,5,MOVE,Kitchen
1764561451782,hunter,12,Kitchen,emf,3,5,RETURN_START,start
1764561451785,hunter,12,Kitchen,emf,3,5,MOVE,Garage
1764561451799,hunter,12,Garage,emf,4,5,MOVE,Kitchen
1764561451813,hunter,12,Kitchen,emf,5,5,MOVE,Hallway
1764561451826,hunter,12,Hallway,emf,0,6,MOVE,Kitchen
1764561451841,hunter,12,Kitchen,emf,1,6,MOVE,Hallway
1764561451854,hunter,12,Hallway,emf,0,7,MOVE,Van
1764561451870,hunter,12,,writing,1,7,SWAP,emf->writing
1764561451876,hunter,12,Van,writing,1,7,MOVE,Hallway
1764561451890,hunter,12,Hallway,writing,0,8,MOVE,Boy's Bedroom
1764561451904,hunter,12,Boy's Bedroom,writing,1,8,RETURN_START,start
1764561451907,hunter,12,Boy's Bedroom,writing,1,8,MOVE,Hallway
1764561451920,hunter,12,Hallway,writing,0,9,MOVE,Van
1764561451936,hunter,12,,temp,0,10,SWAP,writing->temp
1764561451939,hunter,12,Van,temp,0,10,MOVE,Hallway
1764561451953,hunter,12,Hallway,temp,1,10,MOVE,Master Bedroom
1764561451966,hunter,12,Master Bedroom,temp,2,10,MOVE,Hallway
1764561451980,hunter,12,Hallway,temp,3,10,RETURN_START,start
1764561451983,hunter,12,Hallway,temp,3,10,MOVE,Master Bedroom
1764561451996,hunter,12,Master Bedroom,temp,4,10,MOVE,Hallway
1764561452009,hunter,12,Hallway,temp,5,10,MOVE,Van
1764561452023,hunter,12,,orbs,0,11,SWAP,temp->orbs
1764561452026,hunter,12,Van,orbs,0,11,MOVE,Hallway
1764561452042,hunter,12,Hallway,orbs,1,11,MOVE,Boy's Bedroom
1764561452056,hunter,12,Boy's Bedroom,orbs,2,11,EVIDENCE,orbs
1764561452058,hunter,12,Boy's Bedroom,orbs,2,11,RETURN_START,start
1764561452061,hunter,12,Boy's Bedroom,orbs,2,11,MOVE,Hallway
1764561452073,hunter,12,Hallway,orbs,3,11,MOVE,Van
1764561452089,hunter,12,Van,orbs,0,12,EXIT,evidence
