1763951905895,hunter,108,Van,infrared,0,0,INIT,3
1764117216447,hunter,108,Van,temp,0,0,INIT,8
1764117225904,hunter,108,,emf,1,0,SWAP,temp->emf
1764117225912,hunter,108,Van,emf,1,0,MOVE,Hallway
1764117226020,hunter,108,Hallway,emf,2,0,MOVE,Kitchen
1764117226225,hunter,108,Kitchen,emf,4,0,MOVE,Garage
1764117226330,hunter,108,Garage,emf,0,1,MOVE,Kitchen
1764117226434,hunter,108,Kitchen,emf,1,1,MOVE,Garage
1764117226539,hunter,108,Garage,emf,0,2,MOVE,Kitchen
1764117226644,hunter,108,Kitchen,emf,1,2,MOVE,Living Room
1764117226747,hunter,108,Living Room,emf,2,2,MOVE,Kitchen
1764117226851,hunter,108,Kitchen,emf,3,2,MOVE,Living Room
1764117226956,hunter,108,Living Room,emf,4,2,MOVE,Kitchen
1764117227062,hunter,108,Kitchen,emf,5,2,MOVE,Garage
1764117227168,hunter,108,Garage,emf,0,3,MOVE,Kitchen
1764117227276,hunter,108,Kitchen,emf,1,3,MOVE,Garage
1764117227380,hunter,108,Garage,emf,0,4,MOVE,Utility Room
1764117227483,hunter,108,Utility Room,emf,1,4,MOVE,Garage
1764117227586,hunter,108,Garage,emf,0,5,MOVE,Kitchen
1764117227689,hunter,108,Kitchen,emf,1,5,MOVE,Garage
1764117227792,hunter,108,Garage,emf,0,6,MOVE,Kitchen
1764117227895,hunter,108,Kitchen,emf,1,6,MOVE,Living Room
1764117227998,hunter,108,Living Room,emf,2,6,MOVE,Kitchen
1764117228113,hunter,108,Kitchen,emf,0,7,MOVE,Living Room
1764117228228,hunter,108,Living Room,emf,1,7,MOVE,Kitchen
1764117228332,hunter,108,Kitchen,emf,2,7,MOVE,Garage
1764117228446,hunter,108,Garage,emf,3,7,MOVE,Utility Room
1764117228561,hunter,108,Utility Room,emf,4,7,MOVE,Garage
1764117228676,hunter,108,Garage,emf,5,7,MOVE,Utility Room
1764117228794,hunter,108,Utility Room,emf,6,7,MOVE,Garage
1764117228902,hunter,108,Garage,emf,7,7,MOVE,Kitchen
1764117229006,hunter,108,Kitchen,emf,8,7,MOVE,Living Room
1764117229115,hunter,108,Living Room,emf,9,7,MOVE,Kitchen
1764117229219,hunter,108,Kitchen,emf,10,7,MOVE,Living Room
1764117229327,hunter,108,Living Room,emf,11,7,MOVE,Kitchen
1764117229442,hunter,108,Kitchen,emf,12,7,MOVE,Living Room
1764117229547,hunter,108,Living Room,emf,13,7,MOVE,Kitchen
1764117229655,hunter,108,Kitchen,emf,14,7,MOVE,Hallway
1764117229760,hunter,108,Hallway,emf,15,7,EXIT,bored
